sample	raw_reads	passed_fastp	failed_fastp	mature_miRNA_mapped	hairpin_miRNA_mapped	RNAcentral_matched	candidate_shortRNA	mature_hairpin_unmapped	not_tRNA	tRNA_matched	cell_type	replicate
hsa-mir-5190					2622.0						hsa-mir-5190	
hsa-mir-5191					3337.0						hsa-mir-5191	
hsa-mir-5192					1265.0						hsa-mir-5192	
hsa-mir-5193					2446.0						hsa-mir-5193	
hsa-mir-5194					2405.0						hsa-mir-5194	
hsa-mir-5195					2616.0						hsa-mir-5195	
hsa-mir-5196					2949.0						hsa-mir-5196	
hsa-mir-5197					1003.0						hsa-mir-5197	
hsa-mir-519a-1					2250.0						hsa-mir-519a-1	
hsa-mir-519a-2					2283.0						hsa-mir-519a-2	
hsa-mir-519b					1103.0						hsa-mir-519b	
hsa-mir-519c					1341.0						hsa-mir-519c	
hsa-mir-519d					237.0						hsa-mir-519d	
hsa-mir-519e					1171.0						hsa-mir-519e	
hsa-mir-520a					3820.0						hsa-mir-520a	
hsa-mir-520b					1047.0						hsa-mir-520b	
hsa-mir-520c					580.0						hsa-mir-520c	
hsa-mir-520d					1143.0						hsa-mir-520d	
hsa-mir-520e					3487.0						hsa-mir-520e	
hsa-mir-520f					1121.0						hsa-mir-520f	
hsa-mir-520g					1150.0						hsa-mir-520g	
hsa-mir-520h					1504.0						hsa-mir-520h	
hsa-mir-521-1					1065.0						hsa-mir-521-1	
hsa-mir-521-2					907.0						hsa-mir-521-2	
hsa-mir-522					1199.0						hsa-mir-522	
hsa-mir-523					1522.0						hsa-mir-523	
hsa-mir-524					999.0						hsa-mir-524	
hsa-mir-525					834.0						hsa-mir-525	
hsa-mir-526a-1					1702.0						hsa-mir-526a-1	
hsa-mir-526a-2					22028.0						hsa-mir-526a-2	
hsa-mir-526b					851.0						hsa-mir-526b	
hsa-mir-527					856.0						hsa-mir-527	
hsa-mir-532					1172.0						hsa-mir-532	
hsa-mir-539					3304.0						hsa-mir-539	
hsa-mir-541					1155.0						hsa-mir-541	
hsa-mir-542					2029.0						hsa-mir-542	
hsa-mir-543					458.0						hsa-mir-543	
hsa-mir-544a					891.0						hsa-mir-544a	
hsa-mir-544b					1063.0						hsa-mir-544b	
hsa-mir-545					969.0						hsa-mir-545	
hsa-mir-548a-1					345.0						hsa-mir-548a-1	
hsa-mir-548a-2					260.0						hsa-mir-548a-2	
hsa-mir-548a-3					249.0						hsa-mir-548a-3	
hsa-mir-548aa-1					1981.0						hsa-mir-548aa-1	
hsa-mir-548aa-2					2601.0						hsa-mir-548aa-2	
hsa-mir-548ab					160.0						hsa-mir-548ab	
hsa-mir-548ac					260.0						hsa-mir-548ac	
hsa-mir-548ad					1581.0						hsa-mir-548ad	
hsa-mir-548ae-1					97.0						hsa-mir-548ae-1	
hsa-mir-548ae-2					111.0						hsa-mir-548ae-2	
hsa-mir-548ag-1					167.0						hsa-mir-548ag-1	
hsa-mir-548ag-2					458.0						hsa-mir-548ag-2	
hsa-mir-548ah					145.0						hsa-mir-548ah	
hsa-mir-548ai					458.0						hsa-mir-548ai	
hsa-mir-548aj-1					74.0						hsa-mir-548aj-1	
hsa-mir-548aj-2					1504.0						hsa-mir-548aj-2	
hsa-mir-548ak					137.0						hsa-mir-548ak	
hsa-mir-548al					196.0						hsa-mir-548al	
hsa-mir-548am					147.0						hsa-mir-548am	
hsa-mir-548an					189.0						hsa-mir-548an	
hsa-mir-548ao					579.0						hsa-mir-548ao	
hsa-mir-548ap					819.0						hsa-mir-548ap	
hsa-mir-548aq					229.0						hsa-mir-548aq	
hsa-mir-548ar					434.0						hsa-mir-548ar	
hsa-mir-548as					103.0						hsa-mir-548as	
hsa-mir-548at					1094.0						hsa-mir-548at	
hsa-mir-548au					78.0						hsa-mir-548au	
hsa-mir-548av					314.0						hsa-mir-548av	
hsa-mir-548aw					275.0						hsa-mir-548aw	
hsa-mir-548ax					282.0						hsa-mir-548ax	
hsa-mir-548ay					894.0						hsa-mir-548ay	
hsa-mir-548az					1209.0						hsa-mir-548az	
hsa-mir-548b					2637.0						hsa-mir-548b	
hsa-mir-548ba					125.0						hsa-mir-548ba	
hsa-mir-548bb					125.0						hsa-mir-548bb	
hsa-mir-548bc					1667.0						hsa-mir-548bc	
hsa-mir-548c					1776.0						hsa-mir-548c	
hsa-mir-548d-1					1981.0						hsa-mir-548d-1	
hsa-mir-548d-2					2601.0						hsa-mir-548d-2	
hsa-mir-548e					2735.0						hsa-mir-548e	
hsa-mir-548f-1					1537.0						hsa-mir-548f-1	
hsa-mir-548f-2					1783.0						hsa-mir-548f-2	
hsa-mir-548f-3					1747.0						hsa-mir-548f-3	
hsa-mir-548f-4					1640.0						hsa-mir-548f-4	
hsa-mir-548f-5					2033.0						hsa-mir-548f-5	
hsa-mir-548g					152.0						hsa-mir-548g	
hsa-mir-548h-1					1128.0						hsa-mir-548h-1	
hsa-mir-548h-2					2619.0						hsa-mir-548h-2	
hsa-mir-548h-3					2764.0						hsa-mir-548h-3	
hsa-mir-548h-4					2615.0						hsa-mir-548h-4	
hsa-mir-548h-5					1911.0						hsa-mir-548h-5	
hsa-mir-548i-1					3413.0						hsa-mir-548i-1	
hsa-mir-548i-2					823.0						hsa-mir-548i-2	
hsa-mir-548i-3					1362.0						hsa-mir-548i-3	
hsa-mir-548i-4					384.0						hsa-mir-548i-4	
hsa-mir-548j					2045.0						hsa-mir-548j	
hsa-mir-548k					394.0						hsa-mir-548k	
hsa-mir-548l					446.0						hsa-mir-548l	
hsa-mir-548m					232.0						hsa-mir-548m	
hsa-mir-548n					1609.0						hsa-mir-548n	
hsa-mir-548o					1670.0						hsa-mir-548o	
hsa-mir-548o-2					122.0						hsa-mir-548o-2	
hsa-mir-548p					158.0						hsa-mir-548p	
hsa-mir-548q					388.0						hsa-mir-548q	
hsa-mir-548s					133.0						hsa-mir-548s	
hsa-mir-548t					367.0						hsa-mir-548t	
hsa-mir-548u					225.0						hsa-mir-548u	
hsa-mir-548v					490.0						hsa-mir-548v	
hsa-mir-548w					188.0						hsa-mir-548w	
hsa-mir-548x					729.0						hsa-mir-548x	
hsa-mir-548x-2					1872.0						hsa-mir-548x-2	
hsa-mir-548y					2017.0						hsa-mir-548y	
hsa-mir-548z					1776.0						hsa-mir-548z	
hsa-mir-549a					634.0						hsa-mir-549a	
hsa-mir-550a-1					1836.0						hsa-mir-550a-1	
hsa-mir-550a-2					1915.0						hsa-mir-550a-2	
hsa-mir-550a-3					1638.0						hsa-mir-550a-3	
hsa-mir-550b-1					1836.0						hsa-mir-550b-1	
hsa-mir-550b-2					1915.0						hsa-mir-550b-2	
hsa-mir-551a					3034.0						hsa-mir-551a	
hsa-mir-551b					2624.0						hsa-mir-551b	
hsa-mir-552					1054.0						hsa-mir-552	
hsa-mir-553					8762.0						hsa-mir-553	
hsa-mir-554					1306.0						hsa-mir-554	
hsa-mir-555					2424.0						hsa-mir-555	
hsa-mir-556					240.0						hsa-mir-556	
hsa-mir-557					1949.0						hsa-mir-557	
hsa-mir-5571					5615.0						hsa-mir-5571	
hsa-mir-5572					3185.0						hsa-mir-5572	
hsa-mir-5579					1352.0						hsa-mir-5579	
hsa-mir-558					1324.0						hsa-mir-558	
hsa-mir-5580					183.0						hsa-mir-5580	
hsa-mir-5581					196.0						hsa-mir-5581	
hsa-mir-5582					203.0						hsa-mir-5582	
hsa-mir-5583-1					542.0						hsa-mir-5583-1	
hsa-mir-5583-2					542.0						hsa-mir-5583-2	
hsa-mir-5584					287.0						hsa-mir-5584	
hsa-mir-5585					3691.0						hsa-mir-5585	
hsa-mir-5586					225.0						hsa-mir-5586	
hsa-mir-5587					1038.0						hsa-mir-5587	
hsa-mir-5588					18410.0						hsa-mir-5588	
hsa-mir-5589					252.0						hsa-mir-5589	
hsa-mir-559					762.0						hsa-mir-559	
hsa-mir-5590					212.0						hsa-mir-5590	
hsa-mir-5591					77.0						hsa-mir-5591	
hsa-mir-561					1314.0						hsa-mir-561	
hsa-mir-562					453.0						hsa-mir-562	
hsa-mir-563					8221.0						hsa-mir-563	
hsa-mir-564					4656.0						hsa-mir-564	
hsa-mir-567					638.0						hsa-mir-567	
hsa-mir-568					169.0						hsa-mir-568	
hsa-mir-5680					4565.0						hsa-mir-5680	
hsa-mir-5681a					411.0						hsa-mir-5681a	
hsa-mir-5681b					315.0						hsa-mir-5681b	
hsa-mir-5682					1287.0						hsa-mir-5682	
hsa-mir-5683					497.0						hsa-mir-5683	
hsa-mir-5684					28972.0						hsa-mir-5684	
hsa-mir-5685					1144.0						hsa-mir-5685	
hsa-mir-5687					577.0						hsa-mir-5687	
hsa-mir-5688					318.0						hsa-mir-5688	
hsa-mir-5689					2544.0						hsa-mir-5689	
hsa-mir-569					1001.0						hsa-mir-569	
hsa-mir-5690					859.0						hsa-mir-5690	
hsa-mir-5691					1018.0						hsa-mir-5691	
hsa-mir-5692a-1					481.0						hsa-mir-5692a-1	
hsa-mir-5692a-2					459.0						hsa-mir-5692a-2	
hsa-mir-5692b					332.0						hsa-mir-5692b	
hsa-mir-5692c-1					493.0						hsa-mir-5692c-1	
hsa-mir-5692c-2					256.0						hsa-mir-5692c-2	
hsa-mir-5693					1689.0						hsa-mir-5693	
hsa-mir-5694					7145.0						hsa-mir-5694	
hsa-mir-5695					3526.0						hsa-mir-5695	
hsa-mir-5696					3020.0						hsa-mir-5696	
hsa-mir-5697					383.0						hsa-mir-5697	
hsa-mir-5698					1641.0						hsa-mir-5698	
hsa-mir-5699					1358.0						hsa-mir-5699	
hsa-mir-570					744.0						hsa-mir-570	
hsa-mir-5700					557.0						hsa-mir-5700	
hsa-mir-5701-1					2847.0						hsa-mir-5701-1	
hsa-mir-5701-2					2847.0						hsa-mir-5701-2	
hsa-mir-5701-3					2847.0						hsa-mir-5701-3	
hsa-mir-5702					765.0						hsa-mir-5702	
hsa-mir-5703					1333.0						hsa-mir-5703	
hsa-mir-5704					517.0						hsa-mir-5704	
hsa-mir-5705					712.0						hsa-mir-5705	
hsa-mir-5706					563.0						hsa-mir-5706	
hsa-mir-5707					317.0						hsa-mir-5707	
hsa-mir-5708					2246.0						hsa-mir-5708	
hsa-mir-571					1162.0						hsa-mir-571	
hsa-mir-572					4886.0						hsa-mir-572	
hsa-mir-573					2575.0						hsa-mir-573	
hsa-mir-5739					1050.0						hsa-mir-5739	
hsa-mir-574					3401.0						hsa-mir-574	
hsa-mir-575					1395.0						hsa-mir-575	
hsa-mir-576					1456.0						hsa-mir-576	
hsa-mir-577					2503.0						hsa-mir-577	
hsa-mir-578					939.0						hsa-mir-578	
hsa-mir-5787					2330.0						hsa-mir-5787	
hsa-mir-579					171.0						hsa-mir-579	
hsa-mir-580					774.0						hsa-mir-580	
hsa-mir-581					716.0						hsa-mir-581	
hsa-mir-582					18901.0						hsa-mir-582	
hsa-mir-583					908.0						hsa-mir-583	
hsa-mir-584					1483.0						hsa-mir-584	
hsa-mir-585					1710.0						hsa-mir-585	
hsa-mir-586					19086.0						hsa-mir-586	
hsa-mir-587					1612.0						hsa-mir-587	
hsa-mir-588					436.0						hsa-mir-588	
hsa-mir-589					4162.0						hsa-mir-589	
hsa-mir-590					8683.0						hsa-mir-590	
hsa-mir-591					3635.0						hsa-mir-591	
hsa-mir-592					1789.0						hsa-mir-592	
hsa-mir-593					3304.0						hsa-mir-593	
hsa-mir-595					2085.0						hsa-mir-595	
hsa-mir-596					12057.0						hsa-mir-596	
hsa-mir-597					4407.0						hsa-mir-597	
hsa-mir-598					6662.0						hsa-mir-598	
hsa-mir-599					1806.0						hsa-mir-599	
hsa-mir-600					2680.0						hsa-mir-600	
hsa-mir-601					1122.0						hsa-mir-601	
hsa-mir-602					7699.0						hsa-mir-602	
hsa-mir-603					434.0						hsa-mir-603	
hsa-mir-604					2522.0						hsa-mir-604	
hsa-mir-605					320.0						hsa-mir-605	
hsa-mir-606					1086.0						hsa-mir-606	
hsa-mir-6068					1336.0						hsa-mir-6068	
hsa-mir-6069					1918.0						hsa-mir-6069	
hsa-mir-607					2084.0						hsa-mir-607	
hsa-mir-6070					3111.0						hsa-mir-6070	
hsa-mir-6071					1821.0						hsa-mir-6071	
hsa-mir-6072					2258.0						hsa-mir-6072	
hsa-mir-6073					1661.0						hsa-mir-6073	
hsa-mir-6074					3126.0						hsa-mir-6074	
hsa-mir-6075					2688.0						hsa-mir-6075	
hsa-mir-6076					3023.0						hsa-mir-6076	
hsa-mir-6077					968.0						hsa-mir-6077	
hsa-mir-6078					2199.0						hsa-mir-6078	
hsa-mir-6079					271.0						hsa-mir-6079	
hsa-mir-608					8275.0						hsa-mir-608	
hsa-mir-6080					1786.0						hsa-mir-6080	
hsa-mir-6081					1618.0						hsa-mir-6081	
hsa-mir-6082					5514.0						hsa-mir-6082	
hsa-mir-6083					3262.0						hsa-mir-6083	
hsa-mir-6084					6220.0						hsa-mir-6084	
hsa-mir-6085					2341.0						hsa-mir-6085	
hsa-mir-6086					557.0						hsa-mir-6086	
hsa-mir-6088					896.0						hsa-mir-6088	
hsa-mir-6089-1					5035.0						hsa-mir-6089-1	
hsa-mir-6089-2					5035.0						hsa-mir-6089-2	
hsa-mir-609					2203.0						hsa-mir-609	
hsa-mir-6090					3271.0						hsa-mir-6090	
hsa-mir-610					772.0						hsa-mir-610	
hsa-mir-611					2095.0						hsa-mir-611	
hsa-mir-612					3138.0						hsa-mir-612	
hsa-mir-6124					1918.0						hsa-mir-6124	
hsa-mir-6125					8486.0						hsa-mir-6125	
hsa-mir-6126					9229.0						hsa-mir-6126	
hsa-mir-6127					7995.0						hsa-mir-6127	
hsa-mir-6128					819.0						hsa-mir-6128	
hsa-mir-6129					638.0						hsa-mir-6129	
hsa-mir-613					846.0						hsa-mir-613	
hsa-mir-6130					998.0						hsa-mir-6130	
hsa-mir-6131					2914510.0						hsa-mir-6131	
hsa-mir-6132					4400.0						hsa-mir-6132	
hsa-mir-6133					2751.0						hsa-mir-6133	
hsa-mir-6134					1544.0						hsa-mir-6134	
hsa-mir-614					1845.0						hsa-mir-614	
hsa-mir-615					2267.0						hsa-mir-615	
hsa-mir-616					990.0						hsa-mir-616	
hsa-mir-6165					3339.0						hsa-mir-6165	
hsa-mir-617					998.0						hsa-mir-617	
hsa-mir-618					1419.0						hsa-mir-618	
hsa-mir-619					6376.0						hsa-mir-619	
hsa-mir-620					361.0						hsa-mir-620	
hsa-mir-621					10978.0						hsa-mir-621	
hsa-mir-622					66437.0						hsa-mir-622	
hsa-mir-623					1116.0						hsa-mir-623	
hsa-mir-624					2489.0						hsa-mir-624	
hsa-mir-625					1961.0						hsa-mir-625	
hsa-mir-626					988.0						hsa-mir-626	
hsa-mir-627					1255.0						hsa-mir-627	
hsa-mir-628					1400.0						hsa-mir-628	
hsa-mir-629					10808.0						hsa-mir-629	
hsa-mir-630					640.0						hsa-mir-630	
hsa-mir-631					1690.0						hsa-mir-631	
hsa-mir-632					4507.0						hsa-mir-632	
hsa-mir-633					1342.0						hsa-mir-633	
hsa-mir-634					853.0						hsa-mir-634	
hsa-mir-635					615.0						hsa-mir-635	
hsa-mir-636					6969.0						hsa-mir-636	
hsa-mir-637					2397.0						hsa-mir-637	
hsa-mir-638					7180.0						hsa-mir-638	
hsa-mir-639					6974.0						hsa-mir-639	
hsa-mir-640					1239.0						hsa-mir-640	
hsa-mir-641					1846.0						hsa-mir-641	
hsa-mir-642a					1693.0						hsa-mir-642a	
hsa-mir-642b					703.0						hsa-mir-642b	
hsa-mir-643					2982.0						hsa-mir-643	
hsa-mir-644a					651.0						hsa-mir-644a	
hsa-mir-645					2103.0						hsa-mir-645	
hsa-mir-646					3315.0						hsa-mir-646	
hsa-mir-647					4118.0						hsa-mir-647	
hsa-mir-648					2328.0						hsa-mir-648	
hsa-mir-649					431.0						hsa-mir-649	
hsa-mir-6499					859.0						hsa-mir-6499	
hsa-mir-650					2580.0						hsa-mir-650	
hsa-mir-6500					1760.0						hsa-mir-6500	
hsa-mir-6501					938.0						hsa-mir-6501	
hsa-mir-6502					335.0						hsa-mir-6502	
hsa-mir-6503					13519.0						hsa-mir-6503	
hsa-mir-6504					588.0						hsa-mir-6504	
hsa-mir-6505					930.0						hsa-mir-6505	
hsa-mir-6506					939.0						hsa-mir-6506	
hsa-mir-6507					857.0						hsa-mir-6507	
hsa-mir-6508					337.0						hsa-mir-6508	
hsa-mir-6509					832.0						hsa-mir-6509	
hsa-mir-651					324.0						hsa-mir-651	
hsa-mir-6510					416.0						hsa-mir-6510	
hsa-mir-6511a-1					1578.0						hsa-mir-6511a-1	
hsa-mir-6511a-2					1578.0						hsa-mir-6511a-2	
hsa-mir-6511a-3					1578.0						hsa-mir-6511a-3	
hsa-mir-6511a-4					1578.0						hsa-mir-6511a-4	
hsa-mir-6511b-1					2075.0						hsa-mir-6511b-1	
hsa-mir-6511b-2					1462.0						hsa-mir-6511b-2	
hsa-mir-6512					2860.0						hsa-mir-6512	
hsa-mir-6513					1397.0						hsa-mir-6513	
hsa-mir-6514					888.0						hsa-mir-6514	
hsa-mir-6515					6342.0						hsa-mir-6515	
hsa-mir-6516					925.0						hsa-mir-6516	
hsa-mir-652					1384.0						hsa-mir-652	
hsa-mir-6529					575.0						hsa-mir-6529	
hsa-mir-653					2318.0						hsa-mir-653	
hsa-mir-654					794.0						hsa-mir-654	
hsa-mir-655					713.0						hsa-mir-655	
hsa-mir-656					973.0						hsa-mir-656	
hsa-mir-657					2778.0						hsa-mir-657	
hsa-mir-658					5258.0						hsa-mir-658	
hsa-mir-659					857.0						hsa-mir-659	
hsa-mir-660					1087.0						hsa-mir-660	
hsa-mir-661					3188.0						hsa-mir-661	
hsa-mir-662					3348.0						hsa-mir-662	
hsa-mir-663a					4781.0						hsa-mir-663a	
hsa-mir-663b					9524.0						hsa-mir-663b	
hsa-mir-664a					854.0						hsa-mir-664a	
hsa-mir-664b					367.0						hsa-mir-664b	
hsa-mir-665					1912.0						hsa-mir-665	
hsa-mir-668					468.0						hsa-mir-668	
hsa-mir-670					943.0						hsa-mir-670	
hsa-mir-671					4324.0						hsa-mir-671	
hsa-mir-6715a					839.0						hsa-mir-6715a	
hsa-mir-6715b					829.0						hsa-mir-6715b	
hsa-mir-6716					2179.0						hsa-mir-6716	
hsa-mir-6717					2155.0						hsa-mir-6717	
hsa-mir-6718					2029.0						hsa-mir-6718	
hsa-mir-6719					12934.0						hsa-mir-6719	
hsa-mir-6720					4899.0						hsa-mir-6720	
hsa-mir-6721					2542.0						hsa-mir-6721	
hsa-mir-6722					2767.0						hsa-mir-6722	
hsa-mir-6724-1					4223.0						hsa-mir-6724-1	
hsa-mir-6724-2					4223.0						hsa-mir-6724-2	
hsa-mir-6724-3					4223.0						hsa-mir-6724-3	
hsa-mir-6724-4					4223.0						hsa-mir-6724-4	
hsa-mir-6726					1253.0						hsa-mir-6726	
hsa-mir-6727					1912.0						hsa-mir-6727	
hsa-mir-6728					2099.0						hsa-mir-6728	
hsa-mir-6729					2326.0						hsa-mir-6729	
hsa-mir-6730					1633.0						hsa-mir-6730	
hsa-mir-6731					4943.0						hsa-mir-6731	
hsa-mir-6732					434.0						hsa-mir-6732	
hsa-mir-6733					934.0						hsa-mir-6733	
hsa-mir-6734					824.0						hsa-mir-6734	
hsa-mir-6735					2303.0						hsa-mir-6735	
hsa-mir-6736					1756.0						hsa-mir-6736	
hsa-mir-6737					732.0						hsa-mir-6737	
hsa-mir-6738					495.0						hsa-mir-6738	
hsa-mir-6739					635.0						hsa-mir-6739	
hsa-mir-6740					1253.0						hsa-mir-6740	
hsa-mir-6741					2338.0						hsa-mir-6741	
hsa-mir-6742					838.0						hsa-mir-6742	
hsa-mir-6743					1654.0						hsa-mir-6743	
hsa-mir-6744					6352.0						hsa-mir-6744	
hsa-mir-6745					3032.0						hsa-mir-6745	
hsa-mir-6746					4116.0						hsa-mir-6746	
hsa-mir-6747					613.0						hsa-mir-6747	
hsa-mir-6748					12811.0						hsa-mir-6748	
hsa-mir-6749					3538.0						hsa-mir-6749	
hsa-mir-675					1534.0						hsa-mir-675	
hsa-mir-6750					2535.0						hsa-mir-6750	
hsa-mir-6751					2184.0						hsa-mir-6751	
hsa-mir-6752					2151.0						hsa-mir-6752	
hsa-mir-6753					6383.0						hsa-mir-6753	
hsa-mir-6754					10292.0						hsa-mir-6754	
hsa-mir-6755					155.0						hsa-mir-6755	
hsa-mir-6756					22880.0						hsa-mir-6756	
hsa-mir-6757					549.0						hsa-mir-6757	
hsa-mir-6758					2320.0						hsa-mir-6758	
hsa-mir-6759					4480.0						hsa-mir-6759	
hsa-mir-676					484.0						hsa-mir-676	
hsa-mir-6760					1736.0						hsa-mir-6760	
hsa-mir-6761					3046.0						hsa-mir-6761	
hsa-mir-6762					1287.0						hsa-mir-6762	
hsa-mir-6763					3368.0						hsa-mir-6763	
hsa-mir-6764					1518.0						hsa-mir-6764	
hsa-mir-6765					4219.0						hsa-mir-6765	
hsa-mir-6766					1796.0						hsa-mir-6766	
hsa-mir-6767					1029.0						hsa-mir-6767	
hsa-mir-6768					3972.0						hsa-mir-6768	
hsa-mir-6769a					1999.0						hsa-mir-6769a	
hsa-mir-6769b					837.0						hsa-mir-6769b	
hsa-mir-6770-1					1022.0						hsa-mir-6770-1	
hsa-mir-6770-2					1022.0						hsa-mir-6770-2	
hsa-mir-6770-3					1022.0						hsa-mir-6770-3	
hsa-mir-6771					688.0						hsa-mir-6771	
hsa-mir-6772					2545.0						hsa-mir-6772	
hsa-mir-6773					546.0						hsa-mir-6773	
hsa-mir-6774					1365.0						hsa-mir-6774	
hsa-mir-6775					2691.0						hsa-mir-6775	
hsa-mir-6776					4332.0						hsa-mir-6776	
hsa-mir-6777					2013.0						hsa-mir-6777	
hsa-mir-6778					3427.0						hsa-mir-6778	
hsa-mir-6779					1091.0						hsa-mir-6779	
hsa-mir-6780a					2027.0						hsa-mir-6780a	
hsa-mir-6780b					1088.0						hsa-mir-6780b	
hsa-mir-6781					822.0						hsa-mir-6781	
hsa-mir-6782					532.0						hsa-mir-6782	
hsa-mir-6783					5009.0						hsa-mir-6783	
hsa-mir-6784					2074.0						hsa-mir-6784	
hsa-mir-6785					1137.0						hsa-mir-6785	
hsa-mir-6786					3439.0						hsa-mir-6786	
hsa-mir-6787					3114.0						hsa-mir-6787	
hsa-mir-6788					1115.0						hsa-mir-6788	
hsa-mir-6789					4823.0						hsa-mir-6789	
hsa-mir-6790					1744.0						hsa-mir-6790	
hsa-mir-6791					1292.0						hsa-mir-6791	
hsa-mir-6792					8267.0						hsa-mir-6792	
hsa-mir-6793					889.0						hsa-mir-6793	
hsa-mir-6794					1549.0						hsa-mir-6794	
hsa-mir-6795					628.0						hsa-mir-6795	
hsa-mir-6796					2334.0						hsa-mir-6796	
hsa-mir-6797					20225.0						hsa-mir-6797	
hsa-mir-6798					2129.0						hsa-mir-6798	
hsa-mir-6799					1324.0						hsa-mir-6799	
hsa-mir-6800					3631.0						hsa-mir-6800	
hsa-mir-6801					1068.0						hsa-mir-6801	
hsa-mir-6802					1085.0						hsa-mir-6802	
hsa-mir-6803					2587.0						hsa-mir-6803	
hsa-mir-6804					2290.0						hsa-mir-6804	
hsa-mir-6805					520.0						hsa-mir-6805	
hsa-mir-6806					1178.0						hsa-mir-6806	
hsa-mir-6807					2719.0						hsa-mir-6807	
hsa-mir-6808					774.0						hsa-mir-6808	
hsa-mir-6809					1738.0						hsa-mir-6809	
hsa-mir-6810					1519.0						hsa-mir-6810	
hsa-mir-6811					271.0						hsa-mir-6811	
hsa-mir-6812					1764.0						hsa-mir-6812	
hsa-mir-6813					3621.0						hsa-mir-6813	
hsa-mir-6814					2032.0						hsa-mir-6814	
hsa-mir-6815					5172.0						hsa-mir-6815	
hsa-mir-6816					1464.0						hsa-mir-6816	
hsa-mir-6817					1078.0						hsa-mir-6817	
hsa-mir-6818					966.0						hsa-mir-6818	
hsa-mir-6819					1086.0						hsa-mir-6819	
hsa-mir-6820					981.0						hsa-mir-6820	
hsa-mir-6821					4068.0						hsa-mir-6821	
hsa-mir-6822					1268.0						hsa-mir-6822	
hsa-mir-6823					1183.0						hsa-mir-6823	
hsa-mir-6824					621.0						hsa-mir-6824	
hsa-mir-6825					1623.0						hsa-mir-6825	
hsa-mir-6826					17965.0						hsa-mir-6826	
hsa-mir-6827					2094.0						hsa-mir-6827	
hsa-mir-6828					793.0						hsa-mir-6828	
hsa-mir-6829					2634.0						hsa-mir-6829	
hsa-mir-6830					474.0						hsa-mir-6830	
hsa-mir-6831					1225.0						hsa-mir-6831	
hsa-mir-6832					9092.0						hsa-mir-6832	
hsa-mir-6833					502.0						hsa-mir-6833	
hsa-mir-6834					862.0						hsa-mir-6834	
hsa-mir-6835					1706.0						hsa-mir-6835	
hsa-mir-6836					970.0						hsa-mir-6836	
hsa-mir-6837					810.0						hsa-mir-6837	
hsa-mir-6838					652.0						hsa-mir-6838	
hsa-mir-6839					8535.0						hsa-mir-6839	
hsa-mir-6840					894.0						hsa-mir-6840	
hsa-mir-6841					210.0						hsa-mir-6841	
hsa-mir-6842					879.0						hsa-mir-6842	
hsa-mir-6843					5815.0						hsa-mir-6843	
hsa-mir-6844					268.0						hsa-mir-6844	
hsa-mir-6845					1630.0						hsa-mir-6845	
hsa-mir-6846					1799.0						hsa-mir-6846	
hsa-mir-6847					1966.0						hsa-mir-6847	
hsa-mir-6848					1134.0						hsa-mir-6848	
hsa-mir-6849					2197.0						hsa-mir-6849	
hsa-mir-6850					2639.0						hsa-mir-6850	
hsa-mir-6851					555.0						hsa-mir-6851	
hsa-mir-6852					1866.0						hsa-mir-6852	
hsa-mir-6853					591.0						hsa-mir-6853	
hsa-mir-6854					6666.0						hsa-mir-6854	
hsa-mir-6855					581.0						hsa-mir-6855	
hsa-mir-6856					1991.0						hsa-mir-6856	
hsa-mir-6857					1279.0						hsa-mir-6857	
hsa-mir-6858					1269.0						hsa-mir-6858	
hsa-mir-6859-1					2288.0						hsa-mir-6859-1	
hsa-mir-6859-2					2288.0						hsa-mir-6859-2	
hsa-mir-6859-3					2288.0						hsa-mir-6859-3	
hsa-mir-6859-4					2288.0						hsa-mir-6859-4	
hsa-mir-6860					2560.0						hsa-mir-6860	
hsa-mir-6861					1959.0						hsa-mir-6861	
hsa-mir-6862-1					622.0						hsa-mir-6862-1	
hsa-mir-6862-2					622.0						hsa-mir-6862-2	
hsa-mir-6863					546.0						hsa-mir-6863	
hsa-mir-6864					402.0						hsa-mir-6864	
hsa-mir-6865					478.0						hsa-mir-6865	
hsa-mir-6866					681.0						hsa-mir-6866	
